market_time,stock,open,close,high,low,volume,volume_weighted_avg_price
2024-12-17 04:57:00,AAPL,250.49,250.49,250.49,250.49,246.0,250.4781
2024-12-17 04:58:00,AAPL,250.47,250.47,250.47,250.47,173.0,250.4693
2024-12-17 05:01:00,AAPL,250.46,250.46,250.46,250.46,512.0,250.4439
2024-12-17 05:12:00,AAPL,250.54,250.53,250.54,250.53,320.0,250.5389
2024-12-17 05:14:00,AAPL,250.51,250.51,250.51,250.51,382.0,250.5108
2024-12-17 05:16:00,AAPL,250.55,250.55,250.55,250.55,497.0,250.5377
2024-12-17 05:17:00,AAPL,250.5,250.5,250.5,250.5,495.0,250.4793
2024-12-17 05:24:00,AAPL,250.42,250.42,250.42,250.42,836.0,250.4355
2024-12-17 05:26:00,AAPL,250.42,250.44,250.44,250.42,286.0,250.4315
2024-12-17 05:29:00,AAPL,250.44,250.58,250.58,250.44,3000.0,250.5593
2024-12-17 05:30:00,AAPL,250.55,250.55,250.55,250.55,373.0,250.5532
2024-12-17 05:36:00,AAPL,250.49,250.52,250.52,250.49,754.0,250.5121
2024-12-17 05:40:00,AAPL,250.55,250.55,250.55,250.55,280.0,250.5453
2024-12-17 05:45:00,AAPL,250.46,250.44,250.46,250.44,2676.0,250.444
2024-12-17 05:46:00,AAPL,250.47,250.46,250.47,250.46,920.0,250.4604
2024-12-17 06:00:00,AAPL,250.42,250.41,250.42,250.41,527.0,250.4168
2024-12-17 06:01:00,AAPL,250.41,250.41,250.41,250.41,737.0,250.4101
2024-12-17 06:05:00,AAPL,250.36,250.36,250.36,250.36,526.0,250.3628
2024-12-17 06:08:00,AAPL,250.36,250.36,250.36,250.36,184.0,250.3727
2024-12-17 06:11:00,AAPL,250.48,250.48,250.48,250.48,490.0,250.4165
2024-12-17 06:12:00,AAPL,250.36,250.36,250.36,250.36,365.0,250.3773
2024-12-17 06:24:00,AAPL,250.47,250.43,250.47,250.43,384.0,250.461
2024-12-17 06:25:00,AAPL,250.43,250.52,250.52,250.43,764.0,250.4703
2024-12-17 06:33:00,AAPL,250.39,250.39,250.39,250.39,282.0,250.388
2024-12-17 06:34:00,AAPL,250.36,250.35,250.36,250.35,820.0,250.3638
2024-12-17 06:35:00,AAPL,250.42,250.47,250.47,250.42,719.0,250.4402
2024-12-17 06:36:00,AAPL,250.4,250.4,250.4,250.4,369.0,250.4257
2024-12-17 06:45:00,AAPL,250.3,250.15,250.3,250.15,1607.0,250.2324
2024-12-17 06:50:00,AAPL,250.19,250.21,250.21,250.19,723.0,250.2078
2024-12-17 06:58:00,AAPL,250.14,250.14,250.14,250.14,184.0,250.1262
2024-12-17 07:00:00,AAPL,250.16,250.26,250.26,250.16,1473.0,250.2314
2024-12-17 07:01:00,AAPL,250.26,250.26,250.26,250.26,601.0,250.2696
2024-12-17 07:02:00,AAPL,250.35,250.35,250.35,250.35,1561.0,250.3351
2024-12-17 07:04:00,AAPL,250.17,250.17,250.17,250.17,477.0,250.1589
2024-12-17 07:10:00,AAPL,250.16,250.16,250.16,250.16,285.0,250.1844
2024-12-17 07:11:00,AAPL,250.18,250.23,250.23,250.18,477.0,250.1942
2024-12-17 07:12:00,AAPL,250.2,250.2,250.2,250.2,353.0,250.1873
2024-12-17 07:13:00,AAPL,250.17,250.19,250.19,250.17,553.0,250.1768
2024-12-17 07:14:00,AAPL,250.2,250.2,250.2,250.2,622.0,250.2241
2024-12-17 07:15:00,AAPL,250.24,250.24,250.24,250.24,483.0,250.2465
2024-12-17 07:21:00,AAPL,250.14,250.14,250.14,250.14,356.0,250.1485
2024-12-17 07:23:00,AAPL,250.2,250.16,250.2,250.16,469.0,250.1882
2024-12-17 07:28:00,AAPL,250.15,250.15,250.15,250.15,504.0,250.1584
2024-12-17 07:37:00,AAPL,250.14,250.14,250.14,250.14,825.0,250.1538
2024-12-17 07:38:00,AAPL,250.13,250.12,250.13,250.12,456.0,250.1316
2024-12-17 07:40:00,AAPL,250.18,250.18,250.21,250.18,1766.0,250.1901
2024-12-17 07:44:00,AAPL,250.24,250.24,250.24,250.24,153.0,250.24
2024-12-17 07:45:00,AAPL,250.23,250.23,250.23,250.23,201.0,250.2177
2024-12-17 07:47:00,AAPL,250.24,250.17,250.24,250.17,2307.0,250.1895
2024-12-17 07:48:00,AAPL,250.16,250.16,250.16,250.16,353.0,250.1613
2024-12-17 07:49:00,AAPL,250.16,250.15,250.16,250.15,836.0,250.1601
2024-12-17 07:51:00,AAPL,250.15,250.19,250.19,250.15,942.0,250.1628
2024-12-17 07:53:00,AAPL,250.17,250.2,250.2,250.1,1052.0,250.151
2024-12-17 07:55:00,AAPL,250.21,250.21,250.21,250.21,358.0,250.2036
2024-12-17 07:59:00,AAPL,250.16,250.16,250.16,250.16,272.0,250.1586
2024-12-17 08:00:00,AAPL,250.28,250.5458,251.13,250.1108,36035.0,250.275
2024-12-17 08:01:00,AAPL,250.15,250.11,250.15,250.11,1787.0,250.2345
2024-12-17 08:02:00,AAPL,250.1,250.08,250.1,250.08,3731.0,250.117
2024-12-17 08:03:00,AAPL,250.08,250.08,250.08,250.08,1980.0,250.0861
2024-12-17 08:05:00,AAPL,250.0999,250.1,250.1,250.09,1620.0,250.0967
2024-12-17 08:06:00,AAPL,250.08,250.05,250.08,250.05,1832.0,250.0631
2024-12-17 08:07:00,AAPL,250.05,250.05,250.05,250.05,1931.0,250.0518
2024-12-17 08:08:00,AAPL,250.1,250.06,250.1,250.04,1539.0,250.0531
2024-12-17 08:09:00,AAPL,250.04,250.05,250.05,250.04,1284.0,250.0637
2024-12-17 08:10:00,AAPL,250.13,250.16,250.16,250.13,1493.0,250.1432
2024-12-17 08:12:00,AAPL,250.09,250.13,250.13,250.04,2252.0,250.0751
2024-12-17 08:13:00,AAPL,250.18,250.18,250.18,250.18,393.0,250.1275
2024-12-17 08:14:00,AAPL,250.07,250.07,250.07,250.07,339.0,250.0688
2024-12-17 08:15:00,AAPL,250.15,250.23,250.23,250.15,1608.0,250.1877
2024-12-17 08:16:00,AAPL,250.2299,250.18,250.2299,250.18,626.0,250.2096
2024-12-17 08:17:00,AAPL,250.413,250.413,250.413,250.413,783.0,250.2835
2024-12-17 08:18:00,AAPL,250.195,250.195,250.195,250.195,604.0,250.1834
2024-12-17 08:19:00,AAPL,250.12,250.12,250.21,250.12,1390.0,250.1465
2024-12-17 08:20:00,AAPL,250.14,250.22,250.22,250.11,870.0,250.1466
2024-12-17 08:22:00,AAPL,250.16,250.2,250.2,250.16,906.0,250.1744
2024-12-17 08:23:00,AAPL,250.11,250.11,250.11,250.11,411.0,250.1594
2024-12-17 08:24:00,AAPL,250.12,250.12,250.12,250.12,343.0,250.1399
2024-12-17 08:25:00,AAPL,250.1171,250.1171,250.1171,250.1171,761.0,250.1257
2024-12-17 08:26:00,AAPL,250.14,250.17,250.17,250.14,838.0,250.1451
2024-12-17 08:27:00,AAPL,250.13,250.1,250.13,250.1,3486.0,250.1233
2024-12-17 08:28:00,AAPL,250.11,250.1379,250.1379,250.1,1584.0,250.1091
2024-12-17 08:30:00,AAPL,250.1,250.18,250.18,250.1,1189.0,250.1339
2024-12-17 08:31:00,AAPL,250.2,250.2,250.23,250.2,1317.0,250.2046
2024-12-17 08:32:00,AAPL,250.21,250.2001,250.23,250.2,2830.0,250.2144
2024-12-17 08:34:00,AAPL,250.1009,250.1009,250.1009,250.1009,556.0,250.1318
2024-12-17 08:35:00,AAPL,250.12,250.12,250.12,250.12,193.0,250.1242
2024-12-17 08:36:00,AAPL,250.12,250.12,250.15,250.12,1743.0,250.1284
2024-12-17 08:37:00,AAPL,250.13,250.15,250.15,250.13,328.0,250.1397
2024-12-17 08:38:00,AAPL,250.23,250.23,250.23,250.23,797.0,250.2046
2024-12-17 08:39:00,AAPL,250.2,250.2,250.2,250.15,767.0,250.1858
2024-12-17 08:40:00,AAPL,250.16,250.2,250.2,250.15,1595.0,250.1704
2024-12-17 08:43:00,AAPL,250.15,250.15,250.2,250.15,9490.0,250.1809
2024-12-17 08:44:00,AAPL,250.12,250.06,250.12,250.06,3223.0,250.0937
2024-12-17 08:45:00,AAPL,250.09,250.09,250.09,250.08,2126.0,250.0894
2024-12-17 08:46:00,AAPL,250.095,250.15,250.15,250.095,757.0,250.1199
2024-12-17 08:47:00,AAPL,250.15,250.18,250.18,250.15,1206.0,250.1668
2024-12-17 08:48:00,AAPL,250.19,250.16,250.19,250.16,533.0,250.1821
2024-12-17 08:49:00,AAPL,250.17,250.17,250.17,250.17,2536.0,250.1709
2024-12-17 08:50:00,AAPL,250.21,250.23,250.23,250.21,2269.0,250.2189
2024-12-17 08:51:00,AAPL,250.25,250.25,250.25,250.25,1910.0,250.248
2024-12-17 08:53:00,AAPL,250.27,250.27,250.27,250.27,414.0,250.2722
2024-12-17 08:54:00,AAPL,250.27,250.26,250.27,250.26,1674.0,250.2606
2024-12-17 08:55:00,AAPL,250.25,250.31,250.31,250.25,1224.0,250.2898
2024-12-17 08:56:00,AAPL,250.39,250.4,250.43,250.39,2915.0,250.3962
2024-12-17 08:57:00,AAPL,250.4491,250.4491,250.4491,250.4491,462.0,250.4374
2024-12-17 08:58:00,AAPL,250.45,250.4999,250.4999,250.45,3749.0,250.4818
2024-12-17 09:00:00,AAPL,250.5,250.5,250.5,250.5,983.0,250.4897
2024-12-17 09:01:00,AAPL,250.51,250.5,250.51,250.49,1396.0,250.5007
2024-12-17 09:02:00,AAPL,250.5,250.49,250.5,250.49,902.0,250.4896
2024-12-17 09:03:00,AAPL,250.49,250.5,250.5,250.49,1956.0,250.504
2024-12-17 09:04:00,AAPL,250.55,250.55,250.55,250.55,596.0,250.5421
2024-12-17 09:05:00,AAPL,250.55,250.54,250.55,250.54,129514.0,251.0364
2024-12-17 09:06:00,AAPL,250.55,250.55,250.55,250.5,3365.0,250.5425
2024-12-17 09:07:00,AAPL,250.55,250.55,250.55,250.55,2375.0,250.5442
2024-12-17 09:08:00,AAPL,250.54,250.53,250.54,250.53,499.0,250.5359
2024-12-17 09:09:00,AAPL,250.51,250.49,250.51,250.49,2903.0,250.4995
2024-12-17 09:11:00,AAPL,250.47,250.47,250.47,250.47,613.0,250.4724
2024-12-17 09:12:00,AAPL,250.4628,250.5,250.5,250.46,3227.0,250.4786
2024-12-17 09:13:00,AAPL,250.5,250.45,250.5,250.45,1138.0,250.4686
2024-12-17 09:14:00,AAPL,250.49,250.5,250.5,250.49,1966.0,250.4929
2024-12-17 09:15:00,AAPL,250.55,250.55,250.55,250.55,2421.0,250.5481
2024-12-17 09:16:00,AAPL,250.55,250.59,250.59,250.55,2182.0,250.5696
2024-12-17 09:17:00,AAPL,250.65,250.61,250.65,250.61,1694.0,250.6231
2024-12-17 09:18:00,AAPL,250.65,250.65,250.65,250.65,1393.0,250.6543
2024-12-17 09:19:00,AAPL,250.63,250.6299,250.6313,250.61,1608.0,250.6375
2024-12-17 09:20:00,AAPL,250.5138,250.59,250.59,250.51,1324.0,250.5442
2024-12-17 09:21:00,AAPL,250.56,250.47,250.56,250.47,3369.0,250.537
2024-12-17 09:23:00,AAPL,250.58,250.58,250.59,250.58,3257.0,250.5792
2024-12-17 09:24:00,AAPL,250.51,250.43,250.51,250.32,2317.0,250.4395
2024-12-17 09:25:00,AAPL,250.22,250.3,250.3521,249.93,35396.0,250.089
2024-12-17 09:26:00,AAPL,250.26,250.2,250.27,250.05,8494.0,250.1673
2024-12-17 09:27:00,AAPL,250.18,250.5,250.5,249.65,24177.0,250.0395
2024-12-17 09:28:00,AAPL,250.38,250.15,250.38,250.0,9685.0,250.1413
2024-12-17 09:29:00,AAPL,250.07,250.18,250.19,250.01,8510.0,250.0847
2024-12-17 09:30:00,AAPL,250.08,250.64,251.26,250.0,1104242.0,250.3817
2024-12-17 09:31:00,AAPL,250.6792,250.045,250.74,249.78,179232.0,250.1485
2024-12-17 09:32:00,AAPL,250.05,250.175,250.36,249.94,129633.0,250.1473
2024-12-17 09:33:00,AAPL,250.15,250.02,250.158,249.9,98465.0,250.0206
2024-12-17 09:34:00,AAPL,250.01,250.77,250.785,250.01,137627.0,250.3714
2024-12-17 09:35:00,AAPL,250.76,250.98,250.98,250.6475,107817.0,250.797
2024-12-17 09:36:00,AAPL,250.98,250.99,251.15,250.59,91883.0,250.9007
2024-12-17 09:37:00,AAPL,251.01,251.17,251.3,251.0,136042.0,251.1825
2024-12-17 09:38:00,AAPL,251.17,251.38,251.45,251.08,127534.0,251.3104
2024-12-17 09:39:00,AAPL,251.38,251.4,251.5499,251.3,158452.0,251.443
2024-12-17 09:40:00,AAPL,251.4,251.7,251.75,251.31,165269.0,251.5657
2024-12-17 09:41:00,AAPL,251.69,252.03,252.06,251.66,283297.0,251.9375
2024-12-17 09:42:00,AAPL,252.03,252.075,252.105,251.95,149825.0,252.024
2024-12-17 09:43:00,AAPL,252.09,252.3803,252.4,252.08,291658.0,252.2556
2024-12-17 09:44:00,AAPL,252.3829,252.78,252.8604,252.29,306020.0,252.6223
2024-12-17 09:45:00,AAPL,252.75,252.77,252.81,252.61,220513.0,252.7498
2024-12-17 09:46:00,AAPL,252.76,252.59,252.77,252.51,152725.0,252.5921
2024-12-17 09:47:00,AAPL,252.6,252.43,252.67,252.37,127259.0,252.5219
2024-12-17 09:48:00,AAPL,252.43,252.2901,252.43,252.25,88400.0,252.3444
2024-12-17 09:49:00,AAPL,252.3299,252.57,252.64,252.3199,115407.0,252.4508
2024-12-17 09:50:00,AAPL,252.59,252.62,252.6954,252.51,94908.0,252.5801
2024-12-17 09:51:00,AAPL,252.61,252.8203,252.8799,252.595,161439.0,252.7618
2024-12-17 09:52:00,AAPL,252.825,252.87,252.98,252.8,136370.0,252.8979
2024-12-17 09:53:00,AAPL,252.89,252.86,252.89,252.66,108717.0,252.776
2024-12-17 09:54:00,AAPL,252.84,252.595,252.87,252.57,83964.0,252.6937
2024-12-17 09:55:00,AAPL,252.59,252.13,252.59,252.13,149983.0,252.3034
2024-12-17 09:56:00,AAPL,252.18,252.2939,252.345,252.09,72975.0,252.1938
2024-12-17 09:57:00,AAPL,252.285,252.32,252.4,252.26,55644.0,252.3234
2024-12-17 09:58:00,AAPL,252.32,252.11,252.32,252.08,61595.0,252.1859
2024-12-17 09:59:00,AAPL,252.125,252.04,252.1463,251.93,93980.0,252.0148
2024-12-17 10:00:00,AAPL,252.04,252.24,252.3,252.0325,74564.0,252.1676
2024-12-17 10:01:00,AAPL,252.2374,252.2,252.33,252.11,61283.0,252.2143
2024-12-17 10:02:00,AAPL,252.25,252.22,252.4,252.2,77351.0,252.3076
2024-12-17 10:03:00,AAPL,252.21,252.36,252.38,252.11,81587.0,252.2452
2024-12-17 10:04:00,AAPL,252.37,252.51,252.55,252.26,118001.0,252.4088
2024-12-17 10:05:00,AAPL,252.51,252.08,252.59,252.01,138786.0,252.2147
2024-12-17 10:06:00,AAPL,252.0897,252.157,252.3004,252.07,86882.0,252.1633
2024-12-17 10:07:00,AAPL,252.15,252.205,252.25,252.1,80254.0,252.1645
2024-12-17 10:08:00,AAPL,252.18,252.19,252.28,252.085,64944.0,252.1883
2024-12-17 10:09:00,AAPL,252.225,252.1488,252.3,252.1448,61228.0,252.2283
2024-12-17 10:10:00,AAPL,252.14,252.15,252.24,252.08,52806.0,252.1534
2024-12-17 10:11:00,AAPL,252.18,251.96,252.2,251.91,109543.0,252.0344
2024-12-17 10:12:00,AAPL,251.99,251.99,252.06,251.9201,118896.0,251.9984
2024-12-17 10:13:00,AAPL,252.0,251.9831,252.07,251.91,129245.0,252.0008
2024-12-17 10:14:00,AAPL,251.99,251.94,251.99,251.81,70705.0,251.9183
2024-12-17 10:15:00,AAPL,251.96,251.96,252.05,251.92,112708.0,251.9946
2024-12-17 10:16:00,AAPL,251.9569,251.93,251.9937,251.86,74720.0,251.9335
2024-12-17 10:17:00,AAPL,251.92,252.01,252.07,251.88,62040.0,251.9673
2024-12-17 10:18:00,AAPL,252.0,252.204,252.21,251.99,90093.0,252.072
2024-12-17 10:19:00,AAPL,252.2,252.191241,252.23,252.1,75999.0,252.1585
2024-12-17 10:20:00,AAPL,252.19,252.13,252.23,252.1,116279.0,252.1888
2024-12-17 10:21:00,AAPL,252.13,251.93,252.15,251.89,82365.0,252.0194
2024-12-17 10:22:00,AAPL,251.92,252.1,252.17,251.904547,68737.0,252.0375
2024-12-17 10:23:00,AAPL,252.11,252.28,252.34,252.11,127834.0,252.2303
2024-12-17 10:24:00,AAPL,252.27,252.475,252.51,252.27,76190.0,252.4051
2024-12-17 10:25:00,AAPL,252.46,252.37,252.52,252.36,87590.0,252.4425
2024-12-17 10:26:00,AAPL,252.38,252.32,252.47,252.28,104288.0,252.3404
2024-12-17 10:27:00,AAPL,252.33,252.21,252.33,252.03,96207.0,252.1636
2024-12-17 10:28:00,AAPL,252.2,252.28,252.3299,252.18,66417.0,252.2715
2024-12-17 10:29:00,AAPL,252.26,252.26,252.3493,252.2,57329.0,252.2686
2024-12-17 10:30:00,AAPL,252.25,252.14,252.35,252.14,75797.0,252.2658
2024-12-17 10:31:00,AAPL,252.12,252.28,252.28,252.1,74902.0,252.1907
2024-12-17 10:32:00,AAPL,252.29,252.29,252.39,252.23,79813.0,252.3183
2024-12-17 10:33:00,AAPL,252.265,252.045,252.271,251.9703,98783.0,252.1298
2024-12-17 10:34:00,AAPL,252.045,252.04,252.1457,252.03,48035.0,252.0914
2024-12-17 10:35:00,AAPL,252.03,251.81,252.03,251.78,98557.0,251.8657
2024-12-17 10:36:00,AAPL,251.82,251.79,251.88,251.77,65201.0,251.8272
2024-12-17 10:37:00,AAPL,251.782,251.96,252.0,251.782,51279.0,251.9128
2024-12-17 10:38:00,AAPL,251.955,251.99,252.08,251.93,60248.0,252.0085
2024-12-17 10:39:00,AAPL,252.0,252.15,252.16,251.98,53878.0,252.0472
2024-12-17 10:40:00,AAPL,252.155,252.255,252.3,252.13,82273.0,252.2151
2024-12-17 10:41:00,AAPL,252.26,252.2301,252.3,252.18,60335.0,252.2512
2024-12-17 10:42:00,AAPL,252.2322,252.18,252.27,252.15,51925.0,252.2093
2024-12-17 10:43:00,AAPL,252.17,252.17,252.2499,252.02,54688.0,252.1467
2024-12-17 10:44:00,AAPL,252.18,252.36,252.38,252.18,56604.0,252.2986
2024-12-17 10:45:00,AAPL,252.35,252.5621,252.6,252.33,81359.0,252.4928
2024-12-17 10:46:00,AAPL,252.57,252.58,252.68,252.55,48480.0,252.5996
2024-12-17 10:47:00,AAPL,252.57,252.33,252.57,252.32,53523.0,252.4468
2024-12-17 10:48:00,AAPL,252.34,252.295,252.34,252.23,55842.0,252.2838
2024-12-17 10:49:00,AAPL,252.31,252.43,252.45,252.25,52264.0,252.3875
2024-12-17 10:50:00,AAPL,252.4343,252.465,252.4969,252.39,49122.0,252.4455
2024-12-17 10:51:00,AAPL,252.4899,252.44,252.56,252.43,45988.0,252.5013
2024-12-17 10:52:00,AAPL,252.46,252.29,252.46,252.26,47094.0,252.3502
2024-12-17 10:53:00,AAPL,252.29,252.33,252.38,252.26,41728.0,252.3311
2024-12-17 10:54:00,AAPL,252.33,252.33,252.5,252.28,63416.0,252.4072
2024-12-17 10:55:00,AAPL,252.33,252.245,252.34,252.21,38999.0,252.2629
2024-12-17 10:56:00,AAPL,252.245,252.185,252.29,252.18,31352.0,252.24
2024-12-17 10:57:00,AAPL,252.18,252.32,252.32,252.11,43620.0,252.2015
2024-12-17 10:58:00,AAPL,252.3101,252.31,252.44,252.28,58263.0,252.3569
2024-12-17 10:59:00,AAPL,252.325,252.36,252.38,252.28,30742.0,252.3322
2024-12-17 11:00:00,AAPL,252.365,252.44,252.45,252.3101,56563.0,252.3707
2024-12-17 11:01:00,AAPL,252.43,252.26,252.47,252.26,72405.0,252.3759
2024-12-17 11:02:00,AAPL,252.26,252.29,252.38,252.24,33995.0,252.3078
2024-12-17 11:03:00,AAPL,252.29,252.393799,252.4,252.255,43743.0,252.3444
2024-12-17 11:04:00,AAPL,252.385,252.335,252.42,252.3002,65040.0,252.384
2024-12-17 11:05:00,AAPL,252.35,252.37,252.39,252.29,67138.0,252.3385
2024-12-17 11:06:00,AAPL,252.36,252.42,252.5,252.245,120865.0,252.3958
2024-12-17 11:07:00,AAPL,252.42,252.65,252.8,252.4,200902.0,252.5796
2024-12-17 11:08:00,AAPL,252.67,252.825,252.8398,252.66,90463.0,252.7506
2024-12-17 11:09:00,AAPL,252.82,253.12,253.17,252.72,321092.0,252.9618
2024-12-17 11:10:00,AAPL,253.11,253.32,253.32,253.091,243873.0,253.1775
2024-12-17 11:11:00,AAPL,253.32,253.02,253.35,252.96,113399.0,253.1636
2024-12-17 11:12:00,AAPL,253.02,253.2309,253.255,252.98,101630.0,253.1028
2024-12-17 11:13:00,AAPL,253.245,253.16,253.255,253.095,65340.0,253.1664
2024-12-17 11:14:00,AAPL,253.16,253.07,253.17,253.01,58838.0,253.0884
2024-12-17 11:15:00,AAPL,253.06,252.95,253.06,252.91,69037.0,252.9777
2024-12-17 11:16:00,AAPL,252.95,252.9537,252.9998,252.75,99832.0,252.8646
2024-12-17 11:17:00,AAPL,252.96,252.75,252.99,252.7,73169.0,252.8347
2024-12-17 11:18:00,AAPL,252.72,252.67,252.75,252.5924,75218.0,252.6739
2024-12-17 11:19:00,AAPL,252.68,252.64,252.69,252.57,75559.0,252.6449
2024-12-17 11:20:00,AAPL,252.63,252.54,252.6998,252.47,64107.0,252.5666
2024-12-17 11:21:00,AAPL,252.5301,252.575,252.69,252.52,56601.0,252.6033
2024-12-17 11:22:00,AAPL,252.575,252.36,252.59,252.31,70280.0,252.428
2024-12-17 11:23:00,AAPL,252.37,252.42,252.47,252.31,52577.0,252.4018
2024-12-17 11:24:00,AAPL,252.43,252.51,252.54,252.42,88942.0,252.4792
2024-12-17 11:25:00,AAPL,252.49,252.575,252.6,252.45,69269.0,252.5303
2024-12-17 11:26:00,AAPL,252.58,252.425,252.59,252.345,67562.0,252.4545
2024-12-17 11:27:00,AAPL,252.42,252.515,252.54,252.4,40921.0,252.4749
2024-12-17 11:28:00,AAPL,252.53,252.49,252.53,252.41,62458.0,252.4744
2024-12-17 11:29:00,AAPL,252.48,252.55,252.5602,252.45,40690.0,252.524
2024-12-17 11:30:00,AAPL,252.53,252.58,252.59,252.48,134892.0,252.5392
2024-12-17 11:31:00,AAPL,252.59,252.665,252.7,252.52,138421.0,252.6097
2024-12-17 11:32:00,AAPL,252.67,252.62,252.7,252.615,59125.0,252.6477
2024-12-17 11:33:00,AAPL,252.6009,252.585,252.64,252.55,35609.0,252.5897
2024-12-17 11:34:00,AAPL,252.59,252.65,252.73,252.5849,84824.0,252.6757
2024-12-17 11:35:00,AAPL,252.65,252.69,252.71,252.63,39925.0,252.6694
2024-12-17 11:36:00,AAPL,252.68,252.66,252.82,252.66,67243.0,252.7492
2024-12-17 11:37:00,AAPL,252.65,252.69,252.76,252.6,51308.0,252.6732
2024-12-17 11:38:00,AAPL,252.685,252.7,252.77,252.655,64233.0,252.7032
2024-12-17 11:39:00,AAPL,252.69,252.8,252.85,252.69,48240.0,252.7773
2024-12-17 11:40:00,AAPL,252.8,252.8101,252.83,252.785,26273.0,252.7994
2024-12-17 11:41:00,AAPL,252.83,252.84,252.89,252.785,153228.0,252.8426
2024-12-17 11:42:00,AAPL,252.85,252.92,252.92,252.82,53120.0,252.866
2024-12-17 11:43:00,AAPL,252.93,252.8623,252.97,252.86,50844.0,252.8996
2024-12-17 11:44:00,AAPL,252.88,252.83,252.93,252.8,45788.0,252.8836
2024-12-17 11:45:00,AAPL,252.83,252.84,252.89,252.8088,30877.0,252.8452
2024-12-17 11:46:00,AAPL,252.84,252.8262,252.9,252.8262,36252.0,252.8826
2024-12-17 11:47:00,AAPL,252.825,252.94,252.99,252.81,43982.0,252.9124
2024-12-17 11:48:00,AAPL,252.935,252.915,252.98,252.89,46221.0,252.9308
2024-12-17 11:49:00,AAPL,252.91,252.9388,252.99,252.87,45695.0,252.9405
2024-12-17 11:50:00,AAPL,252.96,252.97,253.0,252.9311,40062.0,252.9655
2024-12-17 11:51:00,AAPL,252.965,252.79,252.965,252.77,49051.0,252.8431
2024-12-17 11:52:00,AAPL,252.8,252.81,252.92,252.79,39094.0,252.8524
2024-12-17 11:53:00,AAPL,252.8,252.81,252.86,252.77,64286.0,252.8206
2024-12-17 11:54:00,AAPL,252.815,252.91,252.94,252.79,82918.0,252.8729
2024-12-17 11:55:00,AAPL,252.92,253.04,253.085,252.91,125337.0,252.9849
2024-12-17 11:56:00,AAPL,253.05,253.04,253.07,253.01,64590.0,253.0384
2024-12-17 11:57:00,AAPL,253.04,253.0199,253.09,252.9562,65167.0,253.0409
2024-12-17 11:58:00,AAPL,253.011,253.015,253.06,252.97,38885.0,253.0116
2024-12-17 11:59:00,AAPL,253.01,253.075,253.1,253.0,62919.0,253.0558
2024-12-17 12:00:00,AAPL,253.08,253.06,253.11,253.03,42133.0,253.0736
2024-12-17 12:01:00,AAPL,253.05,252.85,253.06,252.83,105361.0,252.9301
2024-12-17 12:02:00,AAPL,252.85,252.865,252.95,252.83,48120.0,252.8895
2024-12-17 12:03:00,AAPL,252.86,253.0536,253.09,252.86,79107.0,253.0068
2024-12-17 12:04:00,AAPL,253.07,252.94,253.15,252.92,102755.0,253.0557
2024-12-17 12:05:00,AAPL,252.94,253.01,253.05,252.8801,47329.0,252.983
2024-12-17 12:06:00,AAPL,253.02,253.02,253.09,253.01,38976.0,253.0338
2024-12-17 12:07:00,AAPL,253.02,253.2104,253.22,253.02,75333.0,253.1513
2024-12-17 12:08:00,AAPL,253.2,253.15,253.24,253.14,37907.0,253.1836
